city,country,station_id,station_name,lat,lon,elevation,distance_to_city_km,category,ndvi_mean,n_days,bias,mae,rmse,std_error,correlation,error_p05,error_p25,error_p50,error_p75,error_p95,mean_station_temp,mean_era5_temp,bias_Winter,rmse_Winter,n_days_Winter,bias_Spring,rmse_Spring,n_days_Spring,bias_Summer,rmse_Summer,n_days_Summer,bias_Fall,rmse_Fall,n_days_Fall,distance_to_coast_km
Berlin,DEU,3992,ANGERMUNDE,53.03305555312928,13.993055555555559,54,71.34052216276848,Rural,0.39320866141732286,1461,-1.0496914445170795,1.2923217564556062,1.5881690005492763,1.1922254576823739,0.9928722012754198,-2.9593566894531236,-1.8802307128906257,-1.0749328613281257,-0.2811096191406257,0.857940673828125,14.820123203285421,13.770432,-0.3652166562067175,1.0158545506939043,361,-1.4042023202647334,1.8321757508053245,368,-1.7221088409423828,2.005161563994707,368,-0.690311758858817,1.2812890986524277,364,245.27754093201375
Berlin,DEU,4000,MARNITZ,53.32416666429482,11.93333333333333,81,134.70484593257828,Rural,0.452755905511811,1461,-0.862128734131695,1.1316287939553389,1.4216755010511013,1.1308273726835663,0.9933511187480238,-2.711358642578125,-1.6848693847656264,-0.817779541015625,-0.03987426757812518,0.8397277832031236,14.547091033538672,13.684962,-0.14047342654410494,0.8031083065113603,361,-1.244370419046153,1.6397090990430985,368,-1.5897628950036091,1.8936957021715983,368,-0.45576404948810956,1.0625716704495478,364,387.91064744886506
Berlin,DEU,4005,BERLIN-TEGEL,52.56555555303826,13.310555555555558,36,9.447920580200005,Urban,0.41141732283464566,1461,-1.0823518704747925,1.2414186784455745,1.5012384724327386,1.040659710934119,0.9935539809560466,-2.7696105957031243,-1.7677551269531264,-1.0976135253906243,-0.39429321289062536,0.57818603515625,15.367419575633127,14.285067,-0.6676006285437586,1.1204797426344726,361,-1.4502852398416268,1.8024292482312232,368,-1.4101367287013844,1.696134423611158,368,-0.7903213500976562,1.2679748432797764,364,328.9187222271895
Berlin,DEU,4014,COTTBUS,51.77749999731898,14.318333333333332,69,102.11919526297788,Rural,0.3858267716535433,1461,-1.0551347109816156,1.2907397385740182,1.5404247820143466,1.122702983846804,0.9932889502129503,-2.73004150390625,-1.7992004394531236,-1.1172851562500004,-0.3967468261718743,0.912689208984375,15.8056810403833,14.7505455,-0.6191809318732687,1.1939886518445821,361,-1.3018625342327614,1.7131367366323913,368,-1.4032681009043817,1.822582198171836,368,-0.8860973148555543,1.33602840031912,364,365.6127650180543
Berlin,DEU,4018,DOBERLUG-KIRCHHAIN,51.646666663957234,13.57666666666667,97,95.88756025217539,Rural,0.5826771653543308,1461,-1.0269838305714194,1.2285734350268438,1.4789365633568317,1.0645812766255596,0.9937387456357175,-2.7091735839843736,-1.7061950683593743,-1.0550354003906257,-0.3842590332031257,0.7208312988281254,15.658384668035593,14.631401,-0.6172482477330765,1.0954246547854065,361,-1.232853317260742,1.6393438616480618,368,-1.3658636341924253,1.7714841201388525,368,-0.882606925545158,1.3035991618329352,364,404.36192788625397
Berlin,DEU,4024,DREWITZ BEI BURG,52.21833333074551,12.164999999999997,80,89.95504370060196,Rural,0.5019685039370079,1461,-1.0779460972257873,1.3032387401207435,1.5776031433945055,1.1522901980001186,0.993316942107356,-2.7986267089843757,-1.885894775390625,-1.0963012695312493,-0.3313964843749986,0.772430419921875,15.602943189596168,14.524996,-0.34110193648827036,0.9631905329552803,361,-1.423357573799465,1.8223106905663649,368,-1.6715628084929093,1.9990664773413638,368,-0.8593701876126804,1.2930327118607223,364,440.86559701045485
Berlin,DEU,4082,FELDBERG,53.33583333096365,13.438888888888886,92,92.88949636421002,Rural,0.38927165354330706,1461,-0.7399666976145406,1.0943173303414828,1.3686385101242526,1.1517502407949538,0.9938176593790485,-2.63067626953125,-1.5399047851562493,-0.7678894042968754,0.034094238281250355,1.0533386230468746,13.990691307323752,13.250725,-0.033325516550164455,0.870686572346565,361,-0.9621735282566237,1.4715602285894305,368,-1.5127631809400475,1.8034300965586216,368,-0.4348464965820312,1.1354216672009643,364,253.27754680298457
Berlin,DEU,4108,FRANKFURT/ODER,52.36527777522011,14.537777777777778,48,78.71038956350087,Rural,0.5841535433070866,1461,-1.0007918611770619,1.24958999915779,1.640259922538835,1.3000096242620096,0.9897394826746371,-2.9927185058593757,-1.598297119140625,-0.9533569335937493,-0.2971130371093751,0.9124572753906257,15.424845995893222,14.424054,-0.7492107021511426,1.493151629644306,361,-1.3351508099099865,1.9689270684580509,368,-1.2472243765126103,1.772528103373836,368,-0.6631257612626631,1.2214679972624474,364,296.92055134529704
Berlin,DEU,4129,GARDELEGEN,52.51416666413909,11.397777777777772,47,136.0737939329215,Rural,0.37401574803149606,1461,-1.2046250653381139,1.3775088874874335,1.6616480084683958,1.1449234838120035,0.9934880997820602,-3.0399963378906243,-2.0122619628906264,-1.1503967285156254,-0.45606079101562536,0.662591552734375,15.586858316221766,14.382234,-0.5234092310855264,0.9997399100005615,361,-1.51354864369268,1.896162097578062,368,-1.9108590996783712,2.191378023242909,368,-0.8539132925180288,1.26535826168154,364,485.81204416474066
Berlin,DEU,4141,GENTHIN,52.389166664113866,12.163333333333338,35,85.13124803320918,Rural,0.4625984251968504,1461,-1.0571680882301826,1.2645358545824243,1.5153147877639124,1.0859934539760496,0.9938296560417408,-2.7022216796875007,-1.757476806640625,-1.0883605957031257,-0.3835205078124986,0.683123779296875,15.693771389459275,14.636603,-0.4617886276456459,1.0497934879917354,361,-1.382042063837466,1.7579786329376514,368,-1.5722914820132046,1.8692897534302146,368,-0.7984124655251974,1.2108593560696128,364,427.93528257259544
Berlin,DEU,4171,GRUNOW,53.31666666429343,13.935833333333338,56,97.56196022874444,Rural,0.6678149606299213,1461,-0.7442107005448965,1.0751372685259455,1.37486473337262,1.1564250140443693,0.99371637902483,-2.6649291992187507,-1.478485107421875,-0.7001403808593754,-0.019866943359375,1.048651123046875,14.372073921971252,13.627864,-0.03864316649714335,0.8284904035587136,361,-0.9116237640380859,1.420451974534165,368,-1.5641727945078976,1.8994665151957637,368,-0.4457376836420416,1.1039749359385846,364,221.05620915209198
Berlin,DEU,4249,HOYERSWERDA (PH),51.439166663911315,14.244166666666661,118,131.63235199857647,Rural,0.17913385826771655,1461,-1.1695895070331217,1.3400303939203138,1.6047810007213485,1.0991857984853362,0.9937531696702485,-2.8811584472656264,-1.9198669433593736,-1.1998962402343754,-0.4701721191406252,0.6780151367187486,15.59438740588638,14.424797,-0.7288088811731734,1.2023617418611114,361,-1.289414579971977,1.6614427309172086,368,-1.6643633137578548,2.037262709437618,368,-0.9853846120310353,1.3842435418020664,364,404.058571873276
Berlin,DEU,4268,JUTERBOG,52.001666664033586,13.103888888888887,75,59.23213730423666,Rural,0.6707677165354331,1461,-0.8147438085870659,1.1064481992414763,1.3706883243973977,1.1026382844849076,0.9936275443829733,-2.524273681640622,-1.566375732421875,-0.8007446289062496,-0.10205688476562536,1.0526855468750007,15.457494866529775,14.642751,-0.17996768687240303,0.8733742074578285,361,-1.0978542327880858,1.5085346241227704,368,-1.2549320220947264,1.663295509997469,368,-0.7130412845821171,1.298776280954489,364,393.78007028753524
Berlin,DEU,4291,KLEINMACHNOW,52.40499999745043,13.233333333333334,42,15.707544073345662,Suburban,0.594488188976378,1461,-0.7795075068646795,1.042478342336959,1.291366638189587,1.0299135233209131,0.9934081880949589,-2.430572509765625,-1.455413818359375,-0.7852600097656257,-0.12327880859374929,0.8772766113281243,15.29917864476386,14.519671,-0.4091219830711132,0.9923021619008638,361,-1.1404431882111923,1.5677324088390816,368,-1.031408558721128,1.3938331324963062,368,-0.5272691999162947,1.1260357315770182,364,348.4610913545939
